,state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,lat,long
2455,TN,129,408,352-4534,no,no,0,101.4,145,17.24,249.1,116,21.17,157.6,107,7.09,7.1,6,1.92,1,False,34.05877062134795,-84.54542728422116
2456,VT,142,415,378-4617,no,no,0,232.5,74,39.53,181.8,142,15.45,203.1,86,9.14,10.4,6,2.81,4,False,34.02881159703592,-84.59684782807238
2457,MD,130,415,364-9567,no,yes,45,174.5,120,29.67,217.5,95,18.49,220.3,67,9.91,12.2,2,3.29,1,False,34.063585813838735,-84.61135686508621
2458,LA,163,408,371-5875,no,yes,23,224.0,126,38.08,233.5,89,19.85,293.9,104,13.23,8.8,4,2.38,1,False,34.02193652316507,-84.6273846226438
2459,HI,105,415,383-6489,no,no,0,211.1,99,35.89,176.7,66,15.02,221.5,96,9.97,14.7,7,3.97,4,False,34.016410741777165,-84.6005037082384
2460,FL,119,415,345-7117,no,no,0,109.2,96,18.56,153.1,80,13.01,240.0,102,10.8,9.8,5,2.65,2,False,34.015628061025,-84.63583873334069
2461,WY,78,408,384-3902,no,no,0,220.0,95,37.4,179.9,121,15.29,188.2,109,8.47,11.5,5,3.11,0,False,34.03292079338578,-84.59024764885218
2462,NE,92,415,386-2759,no,no,0,181.4,98,30.84,164.5,98,13.98,171.0,110,7.69,10.9,4,2.94,2,False,34.043420673868894,-84.58940229084435
2463,WY,146,415,356-1270,no,yes,11,180.7,82,30.72,173.7,90,14.76,231.5,89,10.42,10.1,4,2.73,2,False,34.03137476917646,-84.57805782986053
2464,OR,125,408,379-1336,no,yes,32,96.5,109,16.41,145.8,109,12.39,174.4,82,7.85,9.4,2,2.54,1,False,34.044668640589286,-84.6052541585268
2465,IN,88,415,354-7201,no,no,0,183.5,93,31.2,170.5,80,14.49,193.8,88,8.72,8.3,5,2.24,3,False,34.04497746756197,-84.56343800313634
2466,MD,83,408,404-5057,no,yes,38,107.9,90,18.34,140.4,94,11.93,253.6,79,11.41,10.5,2,2.84,0,False,34.048268754384395,-84.58128570345708
2467,TN,3,510,407-8012,yes,no,0,161.0,96,27.37,244.9,82,20.82,180.8,103,8.14,7.7,6,2.08,1,False,34.02410968966664,-84.57830541406852
2468,WV,152,510,332-6139,yes,yes,41,146.8,128,24.96,285.6,96,24.28,213.6,80,9.61,4.3,2,1.16,1,True,33.86021715235377,-84.7389256248705
2469,WA,48,510,328-1373,no,no,0,149.2,146,25.36,161.9,109,13.76,197.9,109,8.91,8.3,2,2.24,3,False,34.05637150915402,-84.58909354446769
2470,MS,189,415,411-6501,no,no,0,227.8,124,38.73,169.5,112,14.41,201.1,91,9.05,5.6,4,1.51,3,False,34.058423219532465,-84.55795636629686
2471,OH,95,415,329-8056,no,yes,23,160.3,87,27.25,202.4,101,17.2,191.1,122,8.6,7.4,3,2.0,0,False,34.0663099395984,-84.61296253462852
2472,IN,129,415,415-4564,no,no,0,137.8,120,23.43,225.8,110,19.19,145.2,95,6.53,10.2,6,2.75,1,True,33.87489039323882,-84.74078144122966
2473,CO,66,408,329-6192,no,yes,40,141.7,87,24.09,268.3,89,22.81,241.3,68,10.86,8.5,7,2.3,0,False,34.03891819341959,-84.61575921289837
2474,TX,80,510,384-3904,no,yes,22,196.4,115,33.39,150.3,109,12.78,176.2,75,7.93,9.3,1,2.51,0,False,34.05775046283703,-84.55318332171731
2475,AK,1,408,373-1028,no,no,0,175.2,74,29.78,151.7,79,12.89,230.5,109,10.37,5.3,3,1.43,1,False,34.038679087226896,-84.57459461219308
2476,WV,84,408,369-1220,no,no,0,146.8,133,24.96,171.7,73,14.59,234.5,69,10.55,9.9,3,2.67,1,False,34.05012684126776,-84.5968456147293
2477,MA,96,415,359-9369,no,no,0,173.9,111,29.56,287.4,105,24.43,204.8,91,9.22,9.1,7,2.46,1,False,34.04471329068072,-84.59495091212986
2478,TN,123,415,415-3016,no,yes,34,305.2,80,51.88,156.5,109,13.3,280.0,81,12.6,13.2,7,3.56,1,False,34.039921286553366,-84.60063026240769
2479,ID,116,510,414-7090,yes,yes,29,162.3,91,27.59,279.3,79,23.74,192.7,131,8.67,11.7,2,3.16,3,True,33.88684080054523,-84.73595198060575
2480,DE,105,415,350-2250,yes,no,0,150.0,106,25.5,293.8,123,24.97,250.7,65,11.28,10.3,7,2.78,3,False,34.042046191446886,-84.59043765302388
2481,VA,80,415,383-9355,no,no,0,197.5,114,33.58,206.9,119,17.59,163.6,109,7.36,11.3,4,3.05,1,False,34.03125802899647,-84.5916932632721
2482,MT,157,408,417-3257,no,no,0,240.2,67,40.83,153.0,98,13.01,249.0,72,11.21,10.2,6,2.75,2,False,34.018759966686204,-84.56685869175982
2483,ID,67,510,336-8010,no,yes,30,186.2,117,31.65,286.7,76,24.37,164.3,113,7.39,12.9,3,3.48,2,False,34.04383951927803,-84.63792545549185
2484,IN,141,415,354-7718,no,yes,39,116.9,127,19.87,276.5,88,23.5,289.9,125,13.05,12.3,2,3.32,0,False,34.057871101978655,-84.62388324030154
2485,MD,79,415,358-4412,no,yes,17,236.7,95,40.24,263.5,56,22.4,259.6,107,11.68,12.0,4,3.24,1,False,34.0406295547479,-84.60987998523774
2486,MS,76,408,368-8972,no,no,0,173.2,93,29.44,131.2,80,11.15,170.9,104,7.69,5.4,3,1.46,0,False,34.04087163817617,-84.56069747419645
2487,WA,111,510,407-9841,no,no,0,152.2,114,25.87,137.2,102,11.66,185.9,97,8.37,9.8,3,2.65,0,False,34.04831023618499,-84.60530493432906
2488,OH,94,415,393-5208,no,no,0,181.3,135,30.82,182.4,108,15.5,180.6,103,8.13,6.7,2,1.81,0,False,34.05474194686591,-84.55528894265491
2489,RI,143,408,332-2889,no,no,0,167.8,72,28.53,211.0,99,17.94,153.5,109,6.91,10.5,6,2.84,4,True,33.86819874715718,-84.733633040299
2490,AR,109,510,374-5530,no,no,0,175.4,125,29.82,250.7,87,21.31,289.3,74,13.02,9.8,9,2.65,1,False,34.02345334832682,-84.58468919991441
2491,AZ,138,415,332-3381,no,no,0,87.6,112,14.89,266.9,107,22.69,214.6,104,9.66,9.8,10,2.65,2,False,34.03832201082258,-84.58905864327394
2492,SC,73,415,344-9347,no,no,0,203.3,45,34.56,141.9,87,12.06,200.7,71,9.03,8.5,6,2.3,0,False,34.04311213612889,-84.59091271821985
2493,KY,21,415,412-1991,no,no,0,92.6,95,15.74,161.9,70,13.76,285.0,78,12.83,11.3,3,3.05,5,True,33.90412425944841,-84.74581383654963
2494,AL,148,415,393-4528,no,yes,21,262.9,135,44.69,149.5,96,12.71,140.5,109,6.32,8.1,4,2.19,1,False,34.042640807175914,-84.57716281397815
2495,NE,103,408,347-2378,no,no,0,160.8,91,27.34,155.8,82,13.24,254.3,103,11.44,8.5,3,2.3,1,False,34.02114268204811,-84.62219578611816
2496,MT,143,408,385-2699,no,yes,22,141.8,116,24.11,167.3,99,14.22,178.1,130,8.01,7.8,3,2.11,1,False,34.02824477872685,-84.59303940897725
2497,MN,79,408,383-4319,no,yes,32,50.6,62,8.6,201.4,87,17.12,146.8,121,6.61,4.2,4,1.13,2,False,34.04973361996629,-84.57222511106878
2498,NV,89,415,352-7915,no,no,0,134.9,59,22.93,156.0,152,13.26,197.5,112,8.89,10.2,5,2.75,1,False,34.037717675689535,-84.58127981107901
2499,CA,120,415,375-5547,no,no,0,252.1,110,42.86,226.1,103,19.22,155.6,83,7.0,13.8,3,3.73,1,False,34.026841668475,-84.62004459876601
2500,UT,121,415,337-2348,no,yes,41,215.5,95,36.64,241.8,92,20.55,147.0,108,6.61,9.6,3,2.59,1,False,34.0293230239237,-84.60297852197753
2501,IL,101,415,342-8702,no,no,0,124.8,66,21.22,257.2,85,21.86,193.2,115,8.69,13.4,4,3.62,0,False,34.045383065315704,-84.56725922336233
2502,DC,115,408,393-5802,no,no,0,178.7,114,30.38,271.0,96,23.04,245.9,94,11.07,16.4,5,4.43,2,False,34.04033852153467,-84.60353511994256
2503,IN,168,415,384-2219,no,no,0,183.2,131,31.14,179.2,73,15.23,292.8,100,13.18,9.9,5,2.67,2,False,34.0350921129027,-84.57740230456847
2504,NM,90,415,347-6164,no,no,0,167.5,96,28.48,139.1,104,11.82,138.4,87,6.23,13.0,1,3.51,1,False,34.06019941919957,-84.58039687663621
2505,MS,70,510,376-9940,no,no,0,147.1,105,25.01,200.0,135,17.0,234.9,65,10.57,12.5,9,3.38,3,False,34.035340416167216,-84.60643149928278
2506,VT,138,415,354-4352,no,no,0,230.1,107,39.12,212.0,120,18.02,174.9,119,7.87,13.2,4,3.56,1,False,34.03114039403431,-84.61288837532244
2507,VT,43,408,331-8713,no,no,0,135.8,125,23.09,163.2,88,13.87,229.8,106,10.34,12.6,3,3.4,0,False,34.02685235242626,-84.58443464667818
2508,UT,117,510,341-3663,no,yes,20,205.7,98,34.97,136.1,107,11.57,159.4,147,7.17,8.7,3,2.35,2,False,34.05877882299188,-84.55339162746075
2509,KY,108,408,376-4665,no,no,0,73.8,105,12.55,143.4,114,12.19,170.2,98,7.66,10.9,3,2.94,2,False,34.04062077539847,-84.59358710759521
2510,VA,118,408,421-9034,no,no,0,189.3,119,32.18,233.5,112,19.85,270.9,104,12.19,10.0,1,2.7,2,False,34.022616899506694,-84.60291853037106
2511,OH,169,408,401-5169,no,no,0,147.2,115,25.02,161.9,123,13.76,142.1,103,6.39,7.2,6,1.94,3,False,34.04539056802922,-84.58563767910553
2512,AZ,62,408,370-8262,no,yes,42,137.3,95,23.34,184.2,94,15.66,231.4,70,10.41,10.2,3,2.75,0,False,34.04545303880278,-84.56130969945843
2513,NY,86,510,387-2041,no,no,0,70.7,125,12.02,211.0,113,17.94,174.6,107,7.86,0.0,0,0.0,2,False,34.06299685527146,-84.55863121263226
2514,VA,44,408,356-4146,no,no,0,204.6,117,34.78,205.2,94,17.44,164.6,84,7.41,10.7,5,2.89,0,False,34.03042803693425,-84.58582819304588
2515,MD,111,510,372-8883,no,no,0,123.1,88,20.93,213.9,84,18.18,184.9,88,8.32,12.0,2,3.24,5,True,33.862289265817815,-84.72404937961912
2516,MA,127,510,336-1880,no,yes,19,129.7,115,22.05,160.8,101,13.67,265.0,63,11.93,12.2,3,3.29,2,False,34.03863158243411,-84.57641426041322
2517,IL,151,415,347-5843,yes,no,0,198.7,70,33.78,209.5,106,17.81,281.9,126,12.69,12.4,4,3.35,0,False,34.04267582061776,-84.61201670750735
2518,LA,53,415,370-8023,no,no,0,145.1,116,24.67,233.7,82,19.86,208.7,95,9.39,7.9,5,2.13,2,False,34.03142623221067,-84.60559890230606
2519,MO,15,415,417-9814,no,no,0,135.2,101,22.98,152.5,79,12.96,224.8,83,10.12,8.4,5,2.27,2,False,34.04931120630452,-84.5886230455778
2520,DC,123,408,387-3422,no,yes,28,124.7,105,21.2,250.4,78,21.28,216.4,128,9.74,7.8,8,2.11,1,False,34.02553761915576,-84.60068376482806
2521,PA,137,415,365-1664,no,no,0,215.9,76,36.7,145.4,118,12.36,186.9,129,8.41,12.1,4,3.27,1,False,34.04983243223121,-84.59963300078252
2522,TN,106,415,367-2436,no,no,0,119.2,142,20.26,228.4,139,19.41,197.9,61,8.91,8.4,9,2.27,2,False,34.05648686645905,-84.6062357543159
2523,NJ,88,510,344-6258,no,no,0,144.3,116,24.53,156.4,74,13.29,214.7,90,9.66,7.8,10,2.11,3,False,34.03831161095145,-84.6361940058075
2524,VA,106,415,353-8928,no,no,0,235.2,121,39.98,220.6,87,18.75,236.3,91,10.63,11.8,4,3.19,1,False,34.05851388881216,-84.60234441422344
2525,TN,95,510,365-7784,no,no,0,174.0,57,29.58,281.1,118,23.89,197.2,94,8.87,9.7,2,2.62,0,False,34.03711443523902,-84.58188157457059
2526,NJ,57,510,330-2635,yes,no,0,115.0,65,19.55,122.3,96,10.4,245.0,75,11.03,6.4,1,1.73,0,True,33.87689702655739,-84.76751138804237
2527,WA,184,408,344-3131,no,no,0,151.7,93,25.79,178.5,77,15.17,229.1,111,10.31,13.1,8,3.54,2,False,34.03907571601078,-84.57756271433887
2528,AR,109,510,378-4294,no,no,0,153.1,102,26.03,234.1,77,19.9,329.2,74,14.81,9.9,9,2.67,3,False,34.03985383691804,-84.54163884870088
2529,WI,127,415,343-9365,no,no,0,218.6,93,37.16,149.9,130,12.74,204.6,131,9.21,9.2,5,2.48,2,False,34.03965949179834,-84.61520010883201
2530,WA,82,510,362-5579,no,no,0,265.2,122,45.08,178.7,102,15.19,174.7,90,7.86,10.7,9,2.89,2,False,34.03250189288524,-84.59566610025591
2531,RI,180,415,366-7616,no,no,0,143.3,134,24.36,180.5,113,15.34,184.2,87,8.29,10.1,4,2.73,1,False,34.013863617526674,-84.60193430252741
2532,ME,174,415,397-2870,no,no,0,190.3,98,32.35,252.7,70,21.48,220.6,97,9.93,7.2,9,1.94,2,False,34.0302134815952,-84.58916816918665
2533,CO,92,415,408-3262,no,no,0,184.7,60,31.4,262.0,73,22.27,239.5,120,10.78,12.3,6,3.32,2,True,33.878273114481715,-84.74933496404677
2534,CO,81,408,372-9091,no,no,0,115.3,99,19.6,224.7,117,19.1,152.5,98,6.86,18.0,2,4.86,1,False,34.04971403009654,-84.56935877156948
2535,RI,125,408,410-3159,no,no,0,113.0,108,19.21,169.2,107,14.38,156.6,61,7.05,9.2,5,2.48,2,True,33.89430626019944,-84.74638536285475
2536,CT,119,408,344-5181,no,no,0,294.2,100,50.01,232.5,53,19.76,195.0,64,8.78,9.0,1,2.43,0,True,33.89058578305614,-84.74830295498751
2537,NC,122,415,396-8662,no,no,0,215.6,86,36.65,167.8,59,14.26,207.0,67,9.32,6.4,8,1.73,3,False,34.04660924016696,-84.6235250365758
2538,WY,34,408,339-6446,no,no,0,128.8,80,21.9,208.7,93,17.74,202.1,103,9.09,14.0,7,3.78,1,False,34.03992934965056,-84.59530896983789
2539,OR,138,415,384-7236,yes,yes,28,211.2,117,35.9,312.5,98,26.56,178.0,118,8.01,10.7,2,2.89,3,True,33.86881355893651,-84.74139909605805
2540,FL,90,415,353-5257,no,yes,24,71.2,82,12.1,181.6,103,15.44,186.9,111,8.41,12.9,1,3.48,1,False,34.04595146496443,-84.54173237617844
2541,KY,73,408,369-7295,no,no,0,94.9,121,16.13,253.2,83,21.52,175.1,86,7.88,14.2,2,3.83,2,False,34.05350853730134,-84.54771120832746
2542,SC,19,510,408-5322,no,no,0,259.4,116,44.1,269.7,109,22.92,175.3,130,7.89,9.5,3,2.57,1,True,33.88131646918706,-84.7150658481807
2543,WA,120,408,344-9620,no,yes,28,215.8,123,36.69,285.2,76,24.24,192.1,78,8.64,6.9,3,1.86,1,False,34.03540575990458,-84.5801689702914
2544,MT,160,415,329-8436,no,no,0,97.5,113,16.58,268.1,69,22.79,255.3,62,11.49,13.2,4,3.56,3,False,34.04744079256759,-84.58759158610223
2545,PA,141,510,414-6739,no,no,0,146.5,121,24.91,169.9,125,14.44,238.8,112,10.75,8.2,5,2.21,0,False,34.04845014562813,-84.5940758862801
2546,MA,90,408,406-1730,no,no,0,157.9,72,26.84,234.0,93,19.89,210.0,86,9.45,12.2,5,3.29,2,False,34.04074761861069,-84.60379876380591
2547,VT,72,415,336-9327,no,no,0,139.9,117,23.78,223.6,96,19.01,240.8,93,10.84,12.7,4,3.43,2,False,34.04559597017083,-84.62771757823197
2548,MN,117,408,378-7418,no,yes,21,153.2,112,26.04,263.3,110,22.38,135.0,85,6.08,11.9,7,3.21,1,False,34.05196545209389,-84.55278043542023
2549,IL,79,408,412-6019,yes,no,0,103.5,134,17.6,319.3,111,27.14,239.9,124,10.8,8.4,4,2.27,2,False,34.05601947106966,-84.55175213376246
2550,AR,87,408,390-4789,no,no,0,185.8,119,31.59,192.3,83,16.35,200.0,96,9.0,6.6,4,1.78,1,False,34.03039594131433,-84.59112095377613
2551,MD,102,415,386-9774,no,no,0,129.5,56,22.02,354.2,118,30.11,145.5,93,6.55,10.9,3,2.94,1,False,34.024910948918226,-84.57767474130839
2552,MT,49,408,353-8970,no,no,0,236.6,91,40.22,220.9,146,18.78,146.8,114,6.61,8.9,2,2.4,1,False,34.01592134972901,-84.57423894768911
2553,VT,67,408,410-5370,no,no,0,260.4,107,44.27,208.2,104,17.7,207.9,115,9.36,10.0,2,2.7,6,False,34.02483921710411,-84.59142849889831
2554,CO,107,415,404-4421,no,no,0,167.3,100,28.44,163.9,79,13.93,185.9,100,8.37,6.7,5,1.81,2,False,34.05052081984785,-84.56803871903912
2555,NC,190,408,409-3353,no,no,0,182.2,101,30.97,212.3,95,18.05,233.0,123,10.49,9.3,4,2.51,2,False,34.03282405528287,-84.5752365233546
2556,WA,118,510,422-2571,no,no,0,113.0,80,19.21,150.1,87,12.76,204.3,115,9.19,10.8,4,2.92,2,False,34.05700127556556,-84.61662191493146
2557,TN,120,415,412-3404,no,no,0,185.7,133,31.57,235.1,149,19.98,256.4,78,11.54,16.9,6,4.56,0,False,34.03965508344374,-84.60053224191378
2558,AR,94,408,333-2964,no,no,0,136.2,114,23.15,165.1,118,14.03,137.9,71,6.21,9.6,5,2.59,0,False,34.02930931877841,-84.56430627321483
2559,DC,115,510,406-6669,no,yes,29,222.6,81,37.84,190.3,109,16.18,201.2,87,9.05,11.5,2,3.11,1,False,34.026926966457935,-84.59015716209662
2560,MN,61,415,409-8802,no,no,0,197.3,67,33.54,264.5,106,22.48,210.5,116,9.47,9.0,6,2.43,1,False,34.0565130876338,-84.59476895409841
2561,IA,143,510,354-6183,no,yes,33,141.4,130,24.04,186.4,114,15.84,210.0,111,9.45,7.7,6,2.08,1,False,34.04744386355961,-84.60100836724307
2562,KS,110,510,354-2434,no,no,0,208.0,69,35.36,95.1,94,8.08,178.5,129,8.03,8.0,11,2.16,1,False,34.04086773982289,-84.54086315353187
2563,ND,104,415,389-7620,no,no,0,118.5,92,20.15,177.8,109,15.11,255.7,98,11.51,12.1,4,3.27,1,False,34.05923124587048,-84.56997797215394
2564,MT,16,510,338-1724,no,no,0,153.2,65,26.04,229.7,90,19.52,148.2,94,6.67,10.7,8,2.89,1,False,34.02579619882126,-84.59892441732944
2565,IL,183,510,399-1750,no,no,0,108.3,87,18.41,183.6,116,15.61,176.6,109,7.95,13.5,2,3.65,0,False,34.036664762378415,-84.62653039412623
2566,DC,147,408,354-8914,no,no,0,168.6,92,28.66,187.7,107,15.95,216.5,95,9.74,14.4,8,3.89,2,False,34.03915048280933,-84.57925733969175
2567,KY,58,415,409-2983,no,no,0,247.2,116,42.02,303.7,103,25.81,105.4,94,4.74,9.3,2,2.51,2,True,33.904150543673445,-84.7189145912585
2568,MS,102,510,329-9689,yes,no,0,224.2,81,38.11,243.3,90,20.68,147.8,66,6.65,12.0,8,3.24,3,False,34.031715767584956,-84.53749561825377
2569,TN,123,415,337-8950,no,no,0,166.9,98,28.37,221.8,77,18.85,243.9,114,10.98,12.8,4,3.46,3,False,34.0516573022932,-84.5610383412517
2570,IA,64,415,374-1836,no,yes,43,118.4,100,20.13,144.1,108,12.25,158.1,91,7.11,8.5,6,2.3,1,False,34.03114307818324,-84.60022344599625
2571,AK,103,510,359-9454,no,no,0,190.9,62,32.45,226.6,53,19.26,230.1,96,10.35,7.8,3,2.11,2,False,34.04537315091703,-84.55572950828565
2572,MN,152,415,378-9542,no,no,0,317.8,60,54.03,152.9,100,13.0,123.4,63,5.55,10.4,7,2.81,1,True,33.90212506476665,-84.73758916379072
2573,WV,124,415,344-1970,no,no,0,312.0,112,53.04,180.0,109,15.3,168.6,94,7.59,12.8,4,3.46,1,True,33.88920071232328,-84.7919399721959
2574,OR,97,415,417-2774,no,no,0,146.0,121,24.82,203.0,141,17.26,151.8,120,6.83,13.3,2,3.59,1,False,34.037123035849994,-84.61069952533818
2575,MS,131,415,333-9002,no,no,0,131.6,95,22.37,179.3,109,15.24,251.2,129,11.3,15.5,3,4.19,1,True,33.882849177491266,-84.73336112512631
2576,ME,57,415,369-8576,no,yes,33,193.4,105,32.88,231.6,79,19.69,226.2,90,10.18,11.1,11,3.0,2,False,34.04144865568922,-84.58703456556768
2577,MN,157,510,372-6920,no,no,0,185.1,92,31.47,213.0,85,18.11,196.1,85,8.82,8.5,5,2.3,2,False,34.02934027242639,-84.58369162575706
2578,GA,194,510,333-6575,no,no,0,193.3,106,32.86,169.0,150,14.37,225.2,122,10.13,11.8,4,3.19,0,False,34.04597676913742,-84.60212399869894
2579,DC,66,415,410-1190,no,no,0,146.4,107,24.89,196.5,99,16.7,230.1,106,10.35,7.8,2,2.11,1,False,34.05799717483574,-84.61310851107702
2580,GA,155,510,376-1641,no,no,0,71.2,90,12.1,304.4,119,25.87,183.3,103,8.25,8.6,4,2.32,0,False,34.03128408066852,-84.57547547176641
2581,NY,123,415,329-6731,no,no,0,123.2,104,20.94,190.0,117,16.15,170.3,95,7.66,12.9,5,3.48,4,True,33.87678985439426,-84.72724911892105
2582,OK,116,510,393-3976,no,no,0,205.0,90,34.85,140.9,114,11.98,272.6,96,12.27,7.5,4,2.03,2,False,34.02028094536753,-84.54964082969768
2583,OK,63,415,388-7355,no,no,0,128.7,78,21.88,240.8,133,20.47,237.7,121,10.7,12.8,6,3.46,1,False,34.03533035521995,-84.5874193631638
2584,GA,64,510,412-7791,no,no,0,216.9,78,36.87,211.0,115,17.94,179.8,116,8.09,11.4,5,3.08,3,False,34.05784872263349,-84.59143825880841
2585,NJ,96,510,368-6111,no,no,0,150.0,122,25.5,218.5,116,18.57,212.4,89,9.56,9.8,1,2.65,3,False,34.023536162160326,-84.55120529399485
2586,MN,53,415,401-9420,no,no,0,164.1,106,27.9,206.0,56,17.51,194.7,124,8.76,11.4,2,3.08,1,False,34.04153455879495,-84.5889242882353
2587,ME,105,510,352-5750,no,no,0,212.0,113,36.04,226.6,128,19.26,193.6,114,8.71,8.9,7,2.4,3,False,34.0269033577572,-84.58853511632813
2588,MI,53,510,417-3702,no,yes,37,167.3,99,28.44,194.7,99,16.55,236.7,112,10.65,12.0,9,3.24,2,False,34.020175336062465,-84.57922587735601
2589,MT,101,415,353-5714,no,no,0,154.4,130,26.25,217.2,101,18.46,185.4,52,8.34,13.9,4,3.75,1,False,34.02552045213497,-84.58030140475027
2590,NE,129,510,409-9494,no,yes,30,177.3,95,30.14,211.8,102,18.0,240.2,108,10.81,9.3,7,2.51,3,False,34.052078380349926,-84.6130137504874
2591,ND,122,408,395-1901,no,no,0,231.2,141,39.3,267.8,136,22.76,240.3,100,10.81,8.8,5,2.38,1,True,33.87803324123566,-84.7558983494112
2592,VA,163,415,378-8342,no,no,0,202.9,100,34.49,178.6,46,15.18,203.8,116,9.17,12.8,3,3.46,5,False,34.03709979953947,-84.57056209409157
2593,VT,93,408,417-6044,no,no,0,149.6,120,25.43,200.7,85,17.06,181.2,107,8.15,14.3,9,3.86,0,False,34.04153123431651,-84.5572428542684
2594,OH,115,510,348-1163,yes,no,0,345.3,81,58.7,203.4,106,17.29,217.5,107,9.79,11.8,8,3.19,1,True,33.87007994342083,-84.73076403603342
2595,AL,25,408,337-4600,no,no,0,264.9,80,45.03,281.2,66,23.9,166.1,80,7.47,8.4,4,2.27,1,True,33.89289794485503,-84.7611092154917
2596,DC,73,408,355-5922,no,no,0,122.0,92,20.74,138.3,114,11.76,224.2,128,10.09,5.8,5,1.57,1,False,34.03118124499277,-84.61057865412229
2597,ND,120,415,369-5810,no,no,0,177.2,88,30.12,270.4,99,22.98,231.5,90,10.42,14.0,2,3.78,2,False,34.03380396665917,-84.58684160422742
2598,TN,196,415,340-8291,no,no,0,133.1,80,22.63,206.5,120,17.55,221.6,96,9.97,10.3,8,2.78,1,False,34.03249170948234,-84.59796712362797
2599,DE,97,510,354-7397,no,no,0,225.1,90,38.27,279.5,127,23.76,233.8,103,10.52,8.8,4,2.38,0,True,33.86542615351297,-84.71953734310135
2600,NY,148,408,407-7464,no,no,0,208.4,120,35.43,174.4,99,14.82,310.7,105,13.98,11.2,4,3.02,1,False,34.03550479822343,-84.61947821465435
2601,AL,85,408,386-6411,no,yes,30,173.1,107,29.43,247.2,101,21.01,158.7,104,7.14,11.5,5,3.11,1,False,34.04226927253131,-84.59157886048192
2602,OK,86,510,397-3746,yes,no,0,162.4,131,27.61,167.0,102,14.2,128.9,118,5.8,11.4,2,3.08,2,True,33.898160988474885,-84.77111652018813
2603,MS,78,415,410-5236,no,yes,13,281.2,93,47.8,178.2,101,15.15,244.2,129,10.99,6.4,5,1.73,2,False,34.02918861546515,-84.61204131148428
2604,MD,106,415,409-2412,no,no,0,208.3,89,35.41,169.4,67,14.4,102.0,90,4.59,15.9,4,4.29,3,False,34.03524051906284,-84.57101599247821
2605,NE,147,415,400-7280,no,yes,38,243.4,126,41.38,273.8,109,23.27,282.9,91,12.73,14.1,8,3.81,2,False,34.070158747739974,-84.61244313091424
2606,AR,145,415,332-5820,no,no,0,224.2,89,38.11,314.9,121,26.77,182.9,121,8.23,16.1,3,4.35,1,True,33.89176149189467,-84.72743084260324
2607,IL,91,415,373-4483,no,no,0,189.3,100,32.18,239.3,107,20.34,89.7,89,4.04,9.9,3,2.67,3,False,34.046629079995455,-84.58175237854265
2608,IN,81,408,347-6717,no,yes,46,168.3,124,28.61,270.9,103,23.03,222.5,98,10.01,6.7,2,1.81,4,False,34.04380272058162,-84.58120929421702
2609,UT,116,415,380-2929,no,yes,24,232.9,90,39.59,152.1,94,12.93,344.3,82,15.49,10.7,6,2.89,1,False,34.02251452290196,-84.58418463903025
2610,LA,69,415,420-7692,no,yes,37,155.0,98,26.35,142.4,105,12.1,143.7,117,6.47,5.9,4,1.59,1,False,34.02870740528661,-84.6002085589548
2611,ID,135,510,380-6437,no,no,0,154.4,130,26.25,203.8,90,17.32,158.7,59,7.14,11.8,3,3.19,0,False,34.05507481631228,-84.58493667690414
2612,KY,73,510,377-8309,no,no,0,234.7,102,39.9,195.7,110,16.63,253.4,71,11.4,8.4,8,2.27,2,False,34.02593986030058,-84.58718659585683
2613,MI,48,415,407-2718,no,no,0,240.0,88,40.8,141.0,117,11.99,128.9,137,5.8,7.1,9,1.92,1,False,34.038894814598336,-84.55569265255761
2614,NH,125,415,357-1938,yes,no,0,298.4,78,50.73,270.5,142,22.99,107.3,84,4.83,12.2,2,3.29,0,True,33.869805168492825,-84.75012424568158
2615,WV,100,415,381-3735,no,no,0,166.0,102,28.22,236.1,97,20.07,134.3,93,6.04,10.9,4,2.94,1,False,34.061471371108425,-84.56228997540694
2616,OR,165,415,409-8453,no,yes,33,111.6,140,18.97,213.3,111,18.13,267.6,115,12.04,16.0,3,4.32,0,False,34.04035863588117,-84.5846282534366
2617,SD,64,415,395-6758,no,no,0,174.5,98,29.67,180.2,103,15.32,179.0,89,8.06,10.7,2,2.89,2,False,34.047064316826166,-84.58770217353387
2618,MD,116,510,399-5424,yes,yes,27,175.5,137,29.84,210.6,60,17.9,294.8,121,13.27,6.9,5,1.86,1,False,34.04281124752873,-84.59572599048337
2619,ND,147,408,409-4671,yes,yes,35,157.5,109,26.78,189.6,67,16.12,227.0,76,10.22,11.1,2,3.0,3,True,33.88720902558058,-84.73112408670661
2620,TN,115,415,374-6525,no,no,0,206.2,113,35.05,176.4,102,14.99,297.1,119,13.37,11.0,7,2.97,1,False,34.069379012515626,-84.53274675797634
2621,MO,84,415,406-8665,no,yes,35,207.5,138,35.28,201.0,116,17.09,164.5,107,7.4,7.5,16,2.03,4,False,34.02595432027986,-84.58914437943132
2622,IL,86,510,342-7716,no,yes,16,144.8,105,24.62,206.2,111,17.53,255.4,117,11.49,11.6,2,3.13,4,False,34.05066685641605,-84.5587005129803
